date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:25:16	684/684	---MCZ	200	added ('OK')	text/plain	date:Mon,%2027%20Jan%202020%2022:48:07%20GMT	https://themes.getbootstrap.com/robots.txt		(from )
07:25:16	16610/16610	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2000:47:10%20GMT	https://themes.getbootstrap.com/preview/?theme_id=110459	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/preview/indexa53d.html	(from )
07:25:17	6373/6373	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:17	1195/1195	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:17	598/598	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:17	41467/41467	---MCZ	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2020:06:20%20GMT	https://themes.getbootstrap.com/wp-includes/css/dist/block-library/style.min.css?ver=5.3	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-includes/css/dist/block-library/style.minde54.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:17	0/0	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2001:32:43%20GMT	https://themes.getbootstrap.com/preview/	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/preview/index.html	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:18	30440/30440	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:09%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.4.5	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style747d.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:18	16542/16542	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.8.1	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:18	6758/6758	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.8.1	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:18	62669/62669	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.8.1	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:18	31047/31047	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min.css?ver=2.9.27	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min3b90.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
07:25:19	23314/23314	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	C:/My%20Web%20Sites/ecom%20Electronic2/themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	(from https://themes.getbootstrap.com/preview/?theme_id=110459)
